Date,NAV,NAV_CP,NAV_RI,Libor monthly mean
2010-01-29,-0.03166518463066814,0.0,0.0,0.00020843291666666674
2010-02-26,0.015879319755766508,0.01571092561379306,0.016034974721848005,0.00020876624999999996
2010-03-31,0.05256457961603633,0.052382988276223896,0.052727213147369056,0.00022368731884057975
2010-04-30,0.010394717420364685,0.01097135571820873,0.010597368302104337,0.0002596720833333333
2010-05-28,-0.0645278284934162,-0.0643038674733154,-0.06509729840882794,0.0003820951754385965
2010-06-30,-0.014618398827198176,-0.014885927196790938,-0.014624229330496896,0.0004474155303030302
2010-07-30,0.07471601018433272,0.07502101962967123,0.07380360644673667,0.0004252731060606061
2010-08-31,-0.01414546164845365,-0.013748836547131438,-0.014280872897003194,0.00030212222222222217
2010-09-30,0.06581886503597523,0.06689890893252937,0.06599861013079877,0.00024280492424242427
2010-10-29,0.025403610097082918,0.02571061011265985,0.02552313666995709,0.00024070000000000002
2010-11-30,-0.015781590629285858,-0.015241877398018744,-0.0157042632288541,0.00023926704545454544
2010-12-31,0.05433297672769255,0.054030257615414135,0.054836875611094626,0.00025226944444444436
2011-01-31,0.006840510776496167,0.006749805174194989,0.007089783620280121,0.0002528420833333333
2011-02-28,0.016095484146904093,0.01583944540429183,0.016190300401385693,0.0002599166666666667
2011-03-31,-0.001335844118412477,-0.0013175898016801746,-0.0013630429405726563,0.00025702898550724647
2011-04-29,0.03970606589151382,0.04012559981870334,0.0393516742504707,0.00023448518518518518
2011-05-31,-0.006903611913605001,-0.007186366486609308,-0.006741198116587133,0.00021726083333333335
2011-06-30,-0.014760024640447122,-0.014990001224796212,-0.014838301607156046,0.00020652007575757577
2011-07-29,-0.002455643341918279,-0.0026334223138435586,-0.002550338267704455,0.00020825992063492065
2011-08-31,-0.046802631867691846,-0.048112106181945946,-0.047274579171939,0.0002443647727272727
2011-09-30,-0.07894910051312454,-0.0802434300421021,-0.07819373391089968,0.00029185568181818176
2011-10-31,0.0866676743371011,0.08739812578873418,0.08725348516789233,0.00033873214285714284
2011-11-30,-0.0168015194938399,-0.01678331709732439,-0.01682053750438528,0.000396076515151515
2011-12-30,0.0019890198233070144,0.0016716950345552206,0.0020576318849205855,0.00046311458333333323
2012-01-31,0.05337808477478578,0.053595245188703844,0.052824123874594564,0.0004715833333333334
2012-02-29,0.03156357643135377,0.0317562738473669,0.03166106751345055,0.00041936706349206347
2012-03-30,0.005084390714014564,0.005191884107939471,0.005437703808649497,0.00039440719696969695
2012-04-30,-0.004733438787779876,-0.004888844193190356,-0.004751715212876095,0.0003890065789473683
2012-05-31,-0.05260663737823934,-0.053338525999109376,-0.05312280255803403,0.0003887765151515153
2012-06-29,0.03968693395202494,0.04009560522833322,0.03987568647518325,0.0003879890350877193
2012-07-31,0.010358988336635955,0.01005879809610577,0.010250351539257352,0.00037796212121212126
2012-08-31,0.01631630790119032,0.01634699915736726,0.01610180607235101,0.0003605
2012-09-28,0.019122588652215056,0.01876560948450723,0.01902528392021119,0.00032136041666666664
2012-10-31,-0.008204078774559198,-0.008500927504054623,-0.008299890565474866,0.0002754076086956523
2012-11-30,0.016730476700985264,0.016417410110945108,0.01691332649150623,0.000259185606060606
2012-12-31,0.024157391634795244,0.02355580579520833,0.02453578054796335,0.00025789473684210523
2013-01-31,0.01697187548528256,0.017471068462683315,0.017051874736576877,0.00025217803030303025
2013-02-28,0.0030534036155416278,0.003118942186248086,0.0029181493513577017,0.00024207916666666663
2013-03-28,0.012042262025878214,0.01218097364681947,0.012051297429197527,0.00023491666666666672
2013-04-30,0.03423928353366823,0.03432393854046012,0.03396425910672218,0.00023095238095238095
2013-05-31,-0.0258285753229619,-0.025844225086413486,-0.02541391229831569,0.00022847420634920635
2013-06-28,-0.025471276264907194,-0.02538377036257311,-0.025543053408373373,0.00022811666666666664
2013-07-31,0.02455785832821622,0.02437106730705252,0.024904110608797936,0.00022298550724637675
2013-08-30,-0.02485191615523441,-0.024906340307318198,-0.024611984637142204,0.0002194960317460317
2013-09-30,0.04027292423720752,0.04093157116545609,0.04048439056272923,0.00021098214285714283
2013-10-31,0.03270089387680408,0.032996338328180386,0.03259513783737766,0.00020147101449275362
2013-11-29,-0.002187157909073978,-0.0021781469718136215,-0.001963386411760082,0.00019853769841269846
2013-12-31,0.008762991073841597,0.008418537222656841,0.008907438286020142,0.00020324791666666669
2014-01-31,-0.022379991266050614,-0.02199152831289708,-0.0228086613973445,0.0001985246212121212
2014-02-28,0.03705997016109208,0.0373690601987795,0.03691376711840233,0.00019600208333333331
2014-03-31,0.0098954533666471,0.009889862001581928,0.010005706595373143,0.0001950813492063492
2014-04-30,0.013571496624305457,0.01355723468865655,0.013528203658244697,0.00018957916666666666
2014-05-30,0.022745260655083754,0.022748279122361215,0.022679165392755607,0.0001884083333333333
2014-06-30,0.01648816723894342,0.016584017151050734,0.01633966805629372,0.00019245436507936507
2014-07-31,-0.006545708200947797,-0.00671814885781119,-0.006767243200886064,0.00019514492753623192
2014-08-29,0.02623185249959681,0.026213058145667878,0.0262514408452037,0.00019554166666666664
2014-09-30,-0.0364901450932108,-0.0366017737093014,-0.03617215228302728,0.00019502651515151514
2014-10-31,0.02551264025029054,0.02542143336813152,0.02518888169990352,0.00019281340579710145
2014-11-28,0.007081661116104643,0.0071172821050136115,0.007222390295141601,0.0001940520833333333
2014-12-31,-0.013397646067248914,-0.013368205000417244,-0.013085939352389775,0.0002038392857142857
2015-01-30,0.01231979730471533,0.0120811437656001,0.01196272160758971,0.00021193253968253964
2015-02-27,0.027811820509076934,0.02817221022861771,0.028014500279309074,0.00021535
2015-03-31,-0.006379818833389117,-0.006194857924249564,-0.006281673051113268,0.00022358143939393938
2015-04-30,0.01477143733074393,0.014614644834011203,0.015141315062215055,0.00022996666666666668
2015-05-29,-0.0037343052013558697,-0.0038308323114912834,-0.0035981968848328716,0.00023294736842105262
2015-06-30,-0.02603198938479412,-0.026077487376712005,-0.026005395324750658,0.00023559280303030302
2015-07-31,0.002861647617964369,0.0028736767965393817,0.0026793810911727167,0.0002422246376811594
2015-08-31,-0.054975783466824635,-0.05556855539627481,-0.05450391195845339,0.00026733125
2015-09-30,-0.014885900245387718,-0.014903516688948959,-0.015050879679334495,0.0002759261363636364
2015-10-30,0.05063957095912319,0.05120390480233783,0.05007536351626607,0.00026779924242424245
2015-11-30,-0.007635118702114196,-0.0076813138475646525,-0.007627172417907224,0.00030914285714285706
2015-12-31,-0.015520160554465257,-0.01555093513749739,-0.015734300097480336,0.00044436309523809527
2016-01-29,-0.03162882522222221,-0.031933370832925245,-0.03177435859015032,0.0005162937499999998
2016-02-29,0.0005372561296617118,0.0005908227746931338,0.0007676765035891098,0.0005189325396825397
2016-03-31,0.06470256188768353,0.06523437199075488,0.06391542590972366,0.0005266666666666667
2016-04-29,-0.000179441488467047,-0.000450408848252426,-3.8713519381228245e-05,0.0005272916666666667
2016-05-31,0.006600347182877941,0.0064518666096125,0.0066501418935198675,0.0005379758771929826
2016-06-30,0.022745636475949516,0.023290003846075713,0.022551388624286295,0.0005430170454545454
2016-07-29,0.036847475425487275,0.03652829741463903,0.03695073749191291,0.0005802579365079365
2016-08-31,-0.000972934031163053,-0.0008780511034300886,-0.001099887095189489,0.0006751859848484848
2016-09-30,0.007704867892886602,0.007768998255468729,0.007952829761835423,0.0007080670454545456
2016-10-31,-0.017784349048118986,-0.01812590063137276,-0.01776813469340255,0.0007322357142857143
2016-11-30,-0.015001960224760302,-0.015160565423199213,-0.014837534498794436,0.0007570534090909092
2016-12-30,0.012399225797673274,0.012578177458679729,0.012417178895449688,0.0008127737500000001
2017-01-31,0.02758257628463201,0.02798580702301723,0.027862618128438932,0.0008547440476190478
2017-02-28,0.023180490172650225,0.02319270466832246,0.02312626521178407,0.0008704970833333333
2017-03-31,0.00944250432230409,0.009226691012522714,0.009735145734590667,0.0009455942028985506
2017-04-28,0.013703266799428127,0.013440655049673289,0.013784444529163942,0.0009660235294117646
2017-05-31,0.01486815540154729,0.014822581121939571,0.015042540045405062,0.0009882079365079366
2017-06-30,0.010087428117131925,0.0100788434996395,0.010174206977285882,0.0010520079545454544
2017-07-31,0.020077660111012863,0.0196907169161864,0.020153599564940672,0.0010895940476190477
2017-08-31,0.009565080990606045,0.009338672785936142,0.009486953981251212,0.0010951473484848483
2017-09-29,0.002530956095656789,0.002725746182338673,0.002731832668031453,0.0011027464285714287
2017-10-31,0.01645593725650274,0.016464222806080286,0.01658203386576851,0.001133994318181818
2017-11-30,0.008383632667973595,0.008189810063803815,0.008461348372204691,0.0011951700757575757
2017-12-29,0.01130555620631113,0.011255332492205561,0.011161743361778331,0.0013347934210526313
